0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,label
24.496604169889324,12.399639517302584,35.21158976007741,27.106534703080595,20.76983054817312,11.06611780615935,24.661575635820412,28.379830192375163,5.367991805669532,24.0453988096102,18.94849978961003,11.25890496294045,18.182931446042367,12.788935564854047,9.983334425138285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
25.66130609417358,14.086258894904242,40.898116018300705,29.72842886949393,3.801144081839043,0.0988256730528955,11.378344624770566,5.104084442652139,7.376710667310273,5.023827716018375,6.8166114310596875,3.4804829754111446,13.289403109677993,9.454461065053128,4.015498784165257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
19.85088286428967,28.56546374977313,31.403298742177377,45.28254159531953,2.0436565214080664,2.421373676035304,41.950744864329344,151.45260409186955,22.964032692946507,24.738001631753136,156.71097210533662,18.306215306956354,25.092052696316653,157.2445325539609,12.51096742382321,29.241786840382094,20.08040855770711,13.98839289880209,29.750014667941787,3.6297942783041504,1.8527251295779565,31.500088331606964,165.9686601585736,16.100802820231305,20.135841411727,160.4185192075657,11.830367252319332,27.246911107813627,147.77712596481115,11.209300409814743,ㄱ
21.914331554543498,28.901354091331587,19.545810445733252,46.17312782860517,1.655127565686553,1.6692585693583801,45.5135707204073,154.7808846463805,22.504608988992395,30.67849641493325,149.34190578432364,19.752591266468784,30.725552138882296,147.86902446327585,16.119987560300387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
20.99116152054497,24.28216862120187,37.427384047605784,45.30273726283262,2.294735182466417,2.533564671008555,45.32219324355468,152.75782678346067,23.005239420437285,31.06905811052945,152.11529488273663,20.68632065982249,30.373241965237067,150.0365065576297,18.318300189813318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
21.38763038245903,28.23694173601373,31.581070693786085,45.96161299089893,1.9078656839919546,3.211414443543121,46.80713119807926,152.0395628151985,23.549382085627826,33.470328433261635,153.94727506811435,18.75081194472587,33.07318250533515,150.00510376224634,17.14608751256077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
21.118616357890826,23.198327618237453,36.87073541061122,45.56715625658836,1.5777903974886758,2.8129202138137517,45.12979746333304,154.7845365987039,21.014949534754212,31.955324185821762,152.70174636876888,18.831987996815805,32.87095059982848,148.69217668446595,17.345705355028862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
24.099570669710804,28.108349735860678,32.00921910844282,44.51526455311767,1.7758762097920688,3.3051713284830364,46.62819198744525,151.7390590484917,22.51638735453884,36.012337287336074,149.63608349221755,19.065610631866235,37.43568657750938,145.65430655807216,18.379661413117912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
22.717515367484904,27.23618722505089,30.32799458269643,44.428783760646134,1.7454456749982539,3.9526468597338753,45.442360281621674,152.29211026223638,21.78402703373043,33.88513132265227,151.8038029035226,17.97207867642451,35.820471907460146,146.7818238907312,17.256221923556815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
21.705015441931163,28.498187198128814,31.56578663438612,44.634775851424095,1.2761284386883616,3.811145713769373,46.26411434554485,155.2796134322806,19.766410689653707,35.30488412470506,152.2077933531596,17.04065760489555,37.58793943730615,146.879667005527,17.780843933660357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ㄱ
